8160,0
13954,0
20717,0
9553,0
18134,0
17367,0
77,0
4489,0
13598,1
15661,0
9791,0
4180,0
13236,0
23693,0
20265,0
22811,1
23431,0
20397,0
19581,0
4596,0
21354,0
6118,0
14551,1
19882,0
22818,0
21419,0
1614,0
18499,0
22396,0
20524,0
10647,0
14379,0
21872,1
7879,0
9090,1
19379,1
3724,0
3235,1
9826,1
16140,0
1158,0
9284,0
5323,1
19569,0
7352,0
21753,0
6254,1
4799,1
10890,0
16783,0
16489,0
10392,0
7828,0
7438,0
16562,0
5349,0
3670,0
2688,0
19075,1
10578,1
20945,0
19552,0
12641,0
6180,0
13025,0
15579,0
4785,0
12397,1
19509,1
14920,1
8364,1
7230,1
4364,0
5075,0
8879,0
10158,0
20110,0
4415,0
23667,0
13901,0
6853,0
3899,0
11005,0
15034,0
4708,0
9102,0
19658,0
938,0
321,0
14627,0
2112,1
21002,0
16681,0
8062,1
22166,0
1117,1
5839,0
18014,0
4849,0
18899,1
12834,0
16941,0
6408,0
2678,0
9314,1
10490,0
15535,0
10517,0
14567,0
17947,0
23626,1
20461,0
10189,0
23946,1
7419,0
9776,0
14919,0
3926,1
11549,0
426,0
8347,1
14641,0
6795,1
16445,0
23099,0
19402,0
4662,0
3908,0
6299,0
2043,0
12457,1
8982,0
19595,0
10743,0
2845,1
8075,0
16169,1
17309,0
10003,0
16050,0
18642,0
13738,0
21242,0
23830,0
12140,0
18551,0
20451,0
15902,0
20358,0
20662,0
16210,0
12793,0
17085,0
23975,0
22496,0
21500,0
8400,0
9163,0
2355,0
18255,0
4395,0
14840,0
13278,1
20213,1
1085,0
7927,0
22108,1
21065,0
7367,0
20875,0
4989,0
3549,0
17177,0
16488,1
13816,0
23081,0
4124,0
20094,0
2375,0
13434,0
19926,0
7676,0
21448,1
19688,0
13487,0
3744,0
21073,0
18251,0
1770,0
1725,0
19802,0
14359,0
23831,0
18416,0
12770,0
22377,0
15233,0
1182,0
20985,0
17226,1
5215,0
2634,0
14676,1
21919,0
8788,0
14961,0
7650,0
16923,0
16067,0
20693,0
18848,0
20040,0
20716,0
265,0
19417,1
1407,0
6400,0
17822,0
13682,0
16866,0
10568,0
21347,0
13631,0
8834,1
17861,0
11228,1
2239,0
9650,0
7084,1
21106,0
461,1
20352,0
4837,0
10381,1
12028,0
21979,0
5197,0
20202,0
9308,1
5707,1
21976,0
18998,0
12911,0
14422,1
21780,0
719,0
17281,1
17640,0
16155,0
3760,0
509,0
1887,0
6996,0
11072,1
2070,1
3667,0
2841,0
3001,0
10157,0
20745,0
1958,0
681,0
16916,0
3887,0
16223,0
795,0
12647,0
17362,0
18198,0
5851,0
1560,0
1406,1
15683,0
13221,0
20569,1
4485,0
10019,0
8106,0
8077,1
6903,1
19514,1
7331,1
13938,0
13667,0
14290,0
12386,0
10239,0
1747,0
11556,0
19309,0
9682,0
19458,0
19842,0
16931,0
12588,0
21930,1
17607,1
6350,0
3307,0
21456,1
2030,0
20822,1
7888,0
8226,0
3164,0
10643,1
1660,0
4092,1
1176,0
22902,0
1382,0
23823,0
13539,0
13212,1
9117,0
6740,0
14395,0
23954,0
12168,0
4081,0
18053,0
15667,0
10124,0
645,0
20288,0
9080,0
9509,0
5790,0
12256,0
12326,0
13243,1
21844,0
2550,0
22419,0
21099,0
6825,0
13939,0
16090,1
6757,0
654,1
5240,0
7274,1
9121,0
17718,0
15602,0
12205,0
6799,0
16106,0
16928,0
3433,0
18229,0
13988,0
14835,0
22339,0
22966,0
13393,0
3081,0
9035,1
8442,1
4788,0
23058,0
16653,0
22416,0
16152,1
6527,0
22721,0
12191,1
8541,1
6617,0
7942,0
466,0
21325,0
21486,0
16307,0
11382,1
6692,0
22081,0
12585,0
15236,0
10222,0
9578,1
6326,1
14191,0
14636,1
5047,0
23963,0
2582,0
7081,0
19459,0
13024,0
13931,0
11660,1
20488,0
4906,1
2605,0
3985,1
9048,0
1424,0
9691,0
11288,0
6748,1
618,0
5057,0
1327,0
19724,1
19259,0
20018,0
5855,0
21923,0
15267,0
19890,1
12208,0
11982,0
7621,0
711,0
23023,0
11911,1
7156,0
2789,0
15466,0
994,1
4223,1
18609,0
23087,1
15400,0
6091,1
21513,1
23717,0
13305,0
13968,0
2598,1
3719,0
18003,0
20530,0
12329,0
15666,0
21058,0
2168,0
5450,0
6725,1
2847,0
3408,0
3707,0
3311,1
20200,0
11107,0
10036,1
13336,1
7109,0
15578,1
1279,1
1185,0
16807,1
21716,0
4273,1
3060,1
3740,0
17623,0
23185,0
21796,0
2870,0
2961,1
401,0
23728,0
16616,0
23936,0
13095,0
17492,0
18276,0
11794,0
5155,1
22537,0
23454,0
5145,0
19466,0
6434,0
14240,0
14644,0
6108,1
15397,1
8234,0
5158,0
12406,0
5218,0
20355,1
11616,0
23048,0
2237,0
17729,1
9618,0
4842,1
22250,0
14899,0
16538,1
6973,0
22453,0
11448,1
7999,0
12211,1
5233,0
7258,1
14332,0
16170,0
20714,0
9879,1
3263,0
18777,1
18764,0
17750,0
22551,0
13002,0
2831,0
16759,0
15763,0
5818,0
6524,0
14585,1
14915,0
12080,0
15219,0
20308,0
16567,0
11167,0
15529,1
21647,0
11968,0
2744,0
17871,0
13389,1
19304,1
7362,0
4691,0
4234,0
17939,0
3918,0
3375,0
5940,0
5802,0
19525,0
7217,0
13805,0
7506,1
15214,0
5525,0
23451,0
8287,1
2301,0
8099,0
7215,1
3560,0
16669,0
22817,0
6347,1
13273,0
23461,0
6123,0
963,0
18393,0
13614,1
18680,0
1611,0
9292,0
19944,0
13872,0
6169,0
9713,0
22754,0
3297,1
21543,0
14868,1
1445,0
22833,1
6986,0
15809,0
20545,0
2170,1
6471,0
23897,1
19572,1
11675,0
16647,0
2846,0
2459,0
12619,0
23691,1
6506,0
14390,0
21297,0
9909,0
885,0
20316,0
18364,0
131,1
21262,0
18406,0
15581,0
12461,0
5913,1
19961,0
16168,0
11441,0
3644,0
12970,0
14250,0
9825,0
7169,0
958,1
15922,0
22205,0
2836,0
7769,0
9945,0
2543,0
19260,0
11446,0
19321,0
13077,0
22401,0
16246,0
8609,0
9439,0
7677,0
14642,0
21718,0
19283,0
18720,0
11557,0
15882,0
5159,0
11068,0
22722,0
19122,1
15648,0
5380,0
22133,1
15343,0
21965,1
18906,0
11360,0
4009,0
21458,0
6041,0
10015,0
3471,0
16030,0
11955,0
14695,0
5251,0
2416,0
20058,0
5834,1
18233,0
16396,0
21969,0
5447,1
13500,1
20835,0
17247,0
7537,1
18104,0
15281,0
798,0
2187,1
19513,0
14663,0
15539,0
8332,0
14282,0
160,0
5571,0
13544,1
5111,0
5393,0
1155,0
11053,0
4275,0
22713,1
8512,0
10614,0
2510,0
7144,1
2235,0
17407,0
11793,1
19775,0
23397,0
9523,0
3025,0
6871,0
12439,0
12448,0
16857,1
23519,0
42,1
22553,1
10828,0
2028,0
12177,0
9093,0
9927,0
22518,0
15903,0
2122,0
18308,0
6923,0
12527,0
14110,0
1157,0
617,1
14046,1
17832,0
16078,1
1336,0
3513,0
18243,0
22386,0
21640,0
3939,1
9260,0
8881,0
21057,0
18598,0
13811,0
9800,0
2277,0
17231,1
8355,0
19240,0
7757,0
8640,0
12469,0
7407,0
15350,1
12963,0
8006,0
3721,0
19227,0
17055,0
14086,0
12351,1
21085,0
8736,1
7180,0
18336,0
23531,0
2759,0
9325,0
4778,0
10511,0
1000,0
17566,0
1864,0
7100,0
3565,0
10927,0
9495,0
16141,0
20432,1
22104,0
22908,1
3257,1
5755,0
14687,1
22881,0
21455,0
2246,0
16066,0
2687,0
8533,0
5005,1
4212,0
9298,0
3144,0
20057,0
8448,0
10706,0
21865,0
6735,0
18683,0
9125,0
7149,1
1792,0
13980,0
8426,0
11735,0
16219,0
17353,0
11457,0
17110,1
5809,0
16163,0
8168,0
6335,0
20736,0
17883,0
3612,0
16234,1
23132,0
14775,0
23773,0
10461,0
8504,0
17703,0
17015,0
11925,0
19370,1
17181,0
3551,0
9540,0
9000,1
22757,0
23814,0
12645,0
4887,1
15380,0
2396,1
20636,0
16932,0
12315,0
13999,0
21250,1
5063,1
6756,0
16218,1
16583,1
9710,1
19313,0
7725,0
10175,1
11626,0
6097,0
19430,0
12067,0
7361,0
14943,1
13643,0
11684,1
23707,0
17160,1
11429,0
19791,0
15873,0
9964,1
294,1
1216,0
10359,0
8389,1
21703,0
13460,0
7796,0
21785,0
14564,1
4684,0
15104,0
1653,0
21994,0
950,1
7373,0
11323,1
15877,0
13546,0
506,0
9743,0
1178,0
4429,0
20648,0
808,0
6895,1
16461,0
13605,0
3800,1
20627,0
11525,0
4929,1
19557,0
9552,0
13699,1
7196,0
3233,1
19670,0
10142,0
12517,0
9466,0
14944,0
7185,0
10780,1
1589,1
1007,1
14020,0
22861,0
4251,1
8621,0
21609,1
9074,1
7821,0
15210,1
16502,1
6067,1
3597,0
22865,0
